series,episode,baker_fist_name,baker_last_name,result,baker_age,baker_occupation,hometown,signature_bake,technical,show_stopper
5,1,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Mum's Sunday Tea Lemon Curd Swiss Roll,5,Chocolate Ganache Surprises
5,1,Enwezor,Nzegwu,stayed in,39,Business Consultant,"Portsmouth, Hampshire",Raspberry and Lemon Swiss Roll,9,Coffee and Walnut Battenberg Squares
5,1,Iain,Watters,stayed in,31,Construction Engineer,London/Belfast,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,4,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
5,1,Jordan,Cox,stayed in,32,IT Manager,"Sneinton, Nottingham",Kawaii Frasier Swiss Roll,12,Lemon Drizzle Cakes with Blueberry and Lemon Curd
5,1,Kate,Henry,stayed in,41,Furniture Restorer,"Brighton, East Sussex",Red Velvet and White Chocolate Swiss Roll,6,Mini Tiered Victoria Sponges
5,1,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Spanish Swiss Roll,7,Raspberry and Lemon Genoise Slices with Lemon Drizzles
5,1,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Tiramisu Swiss Roll,2,Mini Lemon and Thyme Drizzle Cakes
5,1,Norman,Calder,stayed in,66,Retired Naval Officer,"Portknockie, Moray",Black Forest Swiss Roll,11,Almond and Raspberry Mini Cakes
5,1,Richard,Burr,stayed in,38,Builder,"Mill Hill, London",Pistachio and Strawberry Swiss Roll,10,Miniature Coffee & Walnut Cakes
5,1,Claire,Goodwin,Eliminated,31,Speech Therapist,"Ashton upon Mersey, Trafford",Chocolatey Orangey Swirly Roll,8,Mini Chocolate and Cherry Cakes
5,1,Nancy,Birtwhistle,Star Baker,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Hazelnut Swiss Roll,1,Jaffa Orange Cakes
5,2,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent",Fenugreek and Carom Crackers,8,Day On The Beach
5,2,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Parmesan Triangles,7,"Express, First Class"
5,2,Iain,Watters,stayed in,31,Construction Engineer,London/Belfast,Za'atar and Fig Biscuits,11,Wild West Scene
5,2,Jordan,Cox,stayed in,32,IT Manager,"Sneinton, Nottingham","Sourdough, Parmesan and Chilli Biscuits",6,Monster Attack
5,2,Kate,Henry,stayed in,41,Furniture Restorer,"Brighton, East Sussex",Parmesan and Apple Biscuits,4,Tea Time
5,2,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,3,George Versus The Dragon
5,2,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Caramelised Onion and Goat's Cheese Sandwich Biscuits,5,Ski Village Scene
5,2,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Fennel and Rye Thins,2,Hansel and Gretel Scene
5,2,Norman,Calder,stayed in,66,Retired Naval Officer,"Portknockie, Moray",Farthing Biscuits,10,Zulu Boats at Dawn
5,2,Enwezor,Nzegwu,Eliminated,39,Business Consultant,"Portsmouth, Hampshire",Pumpkin and Sunflower Savoury Biscuits,9,Space Adventure Moon Scene
5,2,Richard,Burr,Star Baker,38,Builder,"Mill Hill, London",Rosemary Seeded Crackers,1,Pirates!
5,2,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,3,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent",Onion and Pine Nut Rolls,8,Rolled and Filled Twin Loaf
5,3,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Rustic Picnic Rolls,7,Sharing Savoury Pinwheel
5,3,Iain,Watters,stayed in,31,Construction Engineer,London/Belfast,Cranberry and Walnut Rye Bread Rolls,9,Moroccan Plaited with a Bessara Dip
5,3,Kate,Henry,stayed in,41,Furniture Restorer,"Brighton, East Sussex",Orange and Cardamom Rye Bread Knots,1,"Prosciutto, Olive and Coriander Bread"
5,3,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Date and Walnut Rye Rolls,3,Stuffed Sunflower Loaf
5,3,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Cider and Walnut Crusty Rolls,5,'Full English' Stromboli
5,3,Norman,Calder,stayed in,66,Retired Naval Officer,"Portknockie, Moray",Rye Bread Rolls,4,Chicken and Roasted Vegetable Picnic Loaf
5,3,Richard,Burr,stayed in,38,Builder,"Mill Hill, London",Rye and Cranberry Rolls,6,Pesto Pinwheel
5,3,Jordan,Cox,Eliminated,32,IT Manager,"Sneinton, Nottingham",Rye and Spelt Bread Rolls,10,Strawberry Raspberry Cheesecake Brioche
5,3,Luis,Troyano,Star Baker,42,Graphic Designer,"Poynton, Cheshire",Opposites Attract Rolls,2,Roscón de Reyes
5,3,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,3,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,4,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent","Rhubarb, Strawberry and Orange Puddings",3,"Mango, Raspberry and Coconut Baked Alaska"
5,4,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Orange and Lemon Curd Pots,9,Raspberry Ripple Alaska Swan
5,4,Kate,Henry,stayed in,41,Furniture Restorer,"Brighton, East Sussex",Chocolate and Salted Caramel Molten Puddings,7,"Pistachio, Raspberry and Chocolate Baked Alaska"
5,4,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Pears in Puddings,2,Bakewell Alaska
5,4,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Peanut Butter Chocolate Fondants,1,Key Lime Baked Alaska
5,4,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Pistachio Puddings with Chocolate Sauce,4,Summer Pudding Alaska
5,4,Norman,Calder,stayed in,66,Retired Naval Officer,"Portknockie, Moray",Mini Sticky Toffee Puddings,8,Baked Alaska with Strawberry Surprise
5,4,Iain,Watters,Eliminated,31,Construction Engineer,London/Belfast,"Chocolate, Lime and Raspberry Fondants",6,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
5,4,Richard,Burr,Star Baker,38,Builder,"Mill Hill, London",Black Forest Chocolate Fondants,5,Tiramisu Baked Alaska
5,4,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,4,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,4,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,5,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent",Rice Custard Tart with Mangoes and Raspberries,2,Fusion Tiered Pies
5,5,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Tropical Manchester Tart,6,Four Fruity Seasons Tower
5,5,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire","Pistachio, Apricot and Honey Custard Tart",1,Three Little Pigs Pie
5,5,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Chocolate Crusted Passion Fruit Tart,4,Trio of Apple Pies
5,5,Richard,Burr,stayed in,38,Builder,"Mill Hill, London",Fig and Orange Tart,7,Three Course Autumn Pie Feast
5,5,Norman,Calder,Eliminated,66,Retired Naval Officer,"Portknockie, Moray",Tarte au Citron,5,Pieful Tower
5,5,Kate,Henry,Star Baker,41,Furniture Restorer,"Brighton, East Sussex",Rhubarb and Custard Tart,3,"Rhubarb, Prune and Apple Pies"
5,5,Diana,Beard,withdrew,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,5,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,5,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,5,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,5,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,6,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,6,Kate,Henry,stayed in,41,Furniture Restorer,"Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake",6,Trio of Dobos Tortes
5,6,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Apple and Cinnamon Kugelhopf with Honeyed Apples,3,The Cage on the Rocky Hill
5,6,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Dark Chocolate and Almond Liqueur Savarin,4,Chess-Themed Chocolate and Salted Caramel Dobos Torte
5,6,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Rum Punch Savarin with Coconut Cream and Tropical Fruits,1,Chocolate and Caramel Dobos Torte
5,6,Richard,Burr,stayed in,38,Builder,"Mill Hill, London",Fruity Guglhupf with an Orange Glaze,5,Sugar Forest Dobos Torte
5,6,Chetna,Makan,Star Baker,35,Fashion Designer,"Broadstairs, Kent",Orange Savarin with Cinnamon Cream,2,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
5,6,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,6,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,6,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,6,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,6,Norman,Calder,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA
5,7,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent",Crispy Lentil Kachori,6,Chocolate and Mango & Lemon Meringue Éclairs
5,7,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,7,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Childhood Empanadas,5,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
5,7,Martha,Collison,stayed in,17,Student,"Ascot, Berkshire",Mini Beef Wellingtons,3,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
5,7,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Spicy Duck Pasties,2,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
5,7,Kate,Henry,Eliminated,41,Furniture Restorer,"Brighton, East Sussex",Spinach and Paneer Spicy Samosa,4,Neapolitan & Lemon Meringue Éclairs
5,7,Richard,Burr,Star Baker,38,Builder,"Mill Hill, London",Minted Lamb Pasties,1,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
5,7,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,7,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,7,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,7,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,7,Norman,Calder,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA
5,8,Chetna,Makan,stayed in,35,Fashion Designer,"Broadstairs, Kent",Date and Walnut Swirl Bread,1,Chocolate Mousse Filled DoughnutsBraided Doughnuts
5,8,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,8,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Black Forest Cherry Tree,2,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
5,8,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Lincolnshire Plum Braid,3,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
5,8,Martha,Collison,Eliminated,17,Student,"Ascot, Berkshire",Spiced Plum Iced Bread Swirl,5,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
5,8,Richard,Burr,Star Baker,38,Builder,"Mill Hill, London",Fruit Swedish Tea Ring,4,Rhubarb and Custard and Toffee Apple Doughnuts
5,8,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,8,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,8,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,8,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,8,Kate,Henry,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA
5,8,Norman,Calder,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA
5,9,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,9,Luis,Troyano,stayed in,42,Graphic Designer,"Poynton, Cheshire",Indian Rose BaklavaHalwa Baklava Rolls,1,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
5,9,Nancy,Birtwhistle,stayed in,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Chocolate BaklavaBreakfast Baklava,3,Raspberry NonnettesLime and Passion Fruit Entremets
5,9,Chetna,Makan,Eliminated,35,Fashion Designer,"Broadstairs, Kent",Chocolate Orange Baklava Masala Chai Baklava,4,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
5,9,Richard,Burr,Star Baker,38,Builder,"Mill Hill, London",Rose and Pistachio BaklavaWalnut and Almond Baklava,2,Hazelnut Mocha EntremetsPink Grapefruit Entremets
5,9,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,9,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,9,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,9,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,9,Kate,Henry,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA
5,9,Martha,Collison,NA,17,Student,"Ascot, Berkshire",NA,NA,NA
5,9,Norman,Calder,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA
5,10,Diana,Beard,stayed in,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,NA
5,10,Luis,Troyano,Series Runner up,42,Graphic Designer,"Poynton, Cheshire","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",2,Village in Chocolate
5,10,Richard,Burr,Series Runner up,38,Builder,"Mill Hill, London",Pear Pain au ChocolatPain Au Lait,3,Mill on the Hill
5,10,Nancy,Birtwhistle,Series Winner,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Apple and Lemon KitesRaspberry and Almond Croissants,1,Red Windmill
5,10,Chetna,Makan,NA,35,Fashion Designer,"Broadstairs, Kent",NA,NA,NA
5,10,Claire,Goodwin,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA
5,10,Enwezor,Nzegwu,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA
5,10,Iain,Watters,NA,31,Construction Engineer,London/Belfast,NA,NA,NA
5,10,Jordan,Cox,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA
5,10,Kate,Henry,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA
5,10,Martha,Collison,NA,17,Student,"Ascot, Berkshire",NA,NA,NA
5,10,Norman,Calder,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA
6,1,Alvin,Magallanes,stayed in,37,Nurse,"Bracknell, Berkshire",Orange Vanilla and Fig Madeira Cake,2,Black Forest Gâteau
6,1,Dorret,Conway,stayed in,53,Accountant,"Penwortham, Lancashire",Madeira Cake with Candied Lemons,5,Enchanted Forest Gâteau
6,1,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Blood Orange Madeira Cake,6,Black Forest Gâteau
6,1,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Somewhere West of Madeira Cake,8,Black Forest Cherry Tree
6,1,Mat,Riley,stayed in,37,Fire fighter,London,Gin and Tonic Madeira Cake,7,Black Forest Gateau
6,1,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,Orange and Green Cardamom Madeira Cake,12,Quadruple Chocolate Black Forest Gâteau
6,1,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales","Lemon, Ginger and Caraway Seed Madeira Cake",10,Black Forest Chocolate Creation
6,1,Sandy,Docherty,stayed in,49,Child welfare officer,"Yeadon, West Yorkshire",Madeira Cake with Almond Liqueur and Chopped Apricots,9,Black Forest Gâteau
6,1,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Pistachio and Rose Madeira Cake,4,Black Forest Gâteau in a Chocolate Shell
6,1,Ugnė,Bubnaityte,stayed in,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Lemon and Thyme Madeira Cake,1,Falling Cup Gâteau
6,1,Stu,Henshall,Eliminated,35,Professional musician,"Guildford, Surrey",Marley Madeira Cake,11,Purple Forest Gâteau
6,1,Marie,Campbell,Star Baker,66,Retired,"Auchterarder, Perthshire",Zingy Citrus Madeira Cake,3,A Walk in the Black Forest
6,2,Alvin,Magallanes,stayed in,37,Nurse,"Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti",6,Gingerbread Box filled with Brandy Snaps
6,2,Dorret,Conway,stayed in,53,Accountant,"Penwortham, Lancashire",Almond and Apricot Biscotti with Amber Sugar Crystals,1,Box of Frogs
6,2,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Wedding Biscotti,2,Honey and Earl Grey Tea Box
6,2,Mat,Riley,stayed in,37,Fire fighter,London,"Pistachio, Cranberry and White Chocolate Biscotti",5,Gingerbread Fire Engine
6,2,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,"Coconut, Fennel and Pistachio Biscotti",9,Box of Fortunes
6,2,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales","Chocolate, Hazelnut and Fig Biscotti",10,Memory Box
6,2,Sandy,Docherty,stayed in,49,Child welfare officer,"Yeadon, West Yorkshire",Chocolate Chunk and Hazelnut Biscotti,4,Sundried Tomato Cheese Biscuit Box
6,2,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,"Cinnamon, Maple and Cranberry Biscotti",8,Chessboard Box
6,2,Ugnė,Bubnaityte,stayed in,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",White Wine Biscotti,7,Baby Climbing into the Cookie Box
6,2,Marie,Campbell,Eliminated,66,Retired,"Auchterarder, Perthshire",Biscotti Italiano,11,Russian Box
6,2,Ian,Cumming,Star Baker,41,Travel photographer,"Great Wilbraham, Cambridgeshire","Orange, Rosemary and Almond Biscotti",3,Sandwich de la Confiture
6,2,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,3,Alvin,Magallanes,stayed in,37,Nurse,"Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads",4,Cornucopia
6,3,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Fig and Hazelnut Rye Breads,2,Herb Couture
6,3,Mat,Riley,stayed in,37,Fire fighter,London,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",8,Curry Inspired Brighton Pavilion
6,3,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,Mexican Bread with Warm Tomato Salsa,9,Snake Charmer's Basket
6,3,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales",Cranberry and Orange Sweet Soda Breads,10,King of the Jungle
6,3,Sandy,Docherty,stayed in,49,Child welfare officer,"Yeadon, West Yorkshire",Soda Breads with Smoked Bacon and Onion,7,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
6,3,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,"Fig, Cheese and Walnut Breads",3,Breadcycle
6,3,Ugnė,Bubnaityte,stayed in,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate Quick Breads with Salted Caramel Sauce,5,Easter Basket
6,3,Dorret,Conway,Eliminated,53,Accountant,"Penwortham, Lancashire",Walnut and Stilton Soda Breads,6,Unmade Bread
6,3,Ian,Cumming,Star Baker,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Wild Garlic Pesto Soda Breads,1,Flour Power
6,3,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,3,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,4,Alvin,Magallanes,stayed in,37,Nurse,"Bracknell, Berkshire",Blackberry Crème Brûlées,9,Tower of Fruits Cheesecakes
6,4,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Rhubarb and Ginger Crème Brûlées,3,Elderflower and Granola Cheesecakes
6,4,Mat,Riley,stayed in,37,Fire fighter,London,Coconut Crème Brûlées,7,Chocolate Bar Cheesecakes
6,4,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,Cinnamon Tea Crème Brûlées,8,Fizzy Pop Cheesecakes
6,4,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales",Almond Crème Brûlées,1,Berry Cheesecake Tower
6,4,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Rhubarb and Ginger Crème Brûlées,5,"Mango, Hazelnut and Rosemary Cheesecake Trio"
6,4,Ugnė,Bubnaityte,stayed in,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Marula Fruit and Coffee Liqueur Crème Brûlées,2,"Lime, Coconut and Hazelnut Cheesecakes"
6,4,Sandy,Docherty,Eliminated,49,Child welfare officer,"Yeadon, West Yorkshire",Pontefract Crème Brûlées,6,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
6,4,Ian,Cumming,Star Baker,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pomegranate Two Ways Crème Brûlées,4,Trio of Spicy and Herby Baked Cheesecakes
6,4,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,4,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,4,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,5,Alvin,Magallanes,stayed in,37,Nurse,"Bracknell, Berkshire",Pineapple Upside Down Cake,8,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
6,5,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross","Pistachio, Apple and Cardamom Madeleine Cake",3,Chocolate and Pear Bûche
6,5,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Honey and Flowers Cake,5,Dessert Island
6,5,Mat,Riley,stayed in,37,Fire fighter,London,Sugar Free Carrot Cake,4,Raspberry and Coconut Ice Cream Roll
6,5,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales",Carrot & Pecan Cake,2,Dessert Island Getaway
6,5,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Honey and Grapefruit Polenta Cake,7,Passion Fruit and Pineapple Ice Cream Roll
6,5,Ugnė,Bubnaityte,Eliminated,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate and Hazelnut Sugar-Free Cake,6,"Chocolate, Peanut Butter and Grape Jam Roll"
6,5,Nadiya,Hussain,Star Baker,30,Full-time mother,Leeds / Luton,Naked Blueberry and Caraway Crunch Cake,1,Chocolate and Strawberry Lime Ice Cream Roll
6,5,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,5,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,5,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,5,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,6,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Apricot and Rosemary Frangipane Tart,2,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
6,6,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pear and Raspberry Frangipane Tart,3,vol-au-vents Terre et Mer
6,6,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,"Bay Leaf, Rong Tea and Pear Tart",4,Bengali Korma and Clementine with Cod Vol-au-vents
6,6,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales",Christmas Frangipane Tart,5,Savoury and Sweet Bouchées
6,6,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Spiced Pear Frangipane Tart,7,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
6,6,Alvin,Magallanes,Eliminated,37,Nurse,"Bracknell, Berkshire",Plum Frangipane Tart,6,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
6,6,Mat,Riley,Star Baker,37,Fire fighter,London,Piña Colada Frangipane Tart,1,His 'n' Hers Vol-au-vents
6,6,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,6,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,6,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,6,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,6,Ugnė,Bubnaityte,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA
6,7,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Game Pie with Shallot and Apple Chutney,4,"Raspberry, Pomegranate and Champagne Charlotte Russe"
6,7,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Roadkill Pie,5,Victoria's Crown Charlotte Russe
6,7,Nadiya,Hussain,stayed in,30,Full-time mother,Leeds / Luton,Aromatic Raised Game Pie,1,Mango and Raspberry Charlotte Russe
6,7,Paul,Jagger,stayed in,49,Prison governor,"Swansea, Wales",Not a Boaring Pie,2,Charlotte Rose
6,7,Mat,Riley,Eliminated,37,Fire fighter,London,Raised Venison and Pigeon Pie,6,Strawberry Charlotte Russe
6,7,Tamal,Ray,Star Baker,29,Trainee anaesthetist,Manchester,Middle Eastern Game Pie,3,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
6,7,Alvin,Magallanes,NA,37,Nurse,"Bracknell, Berkshire",NA,NA,NA
6,7,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,7,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,7,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,7,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,7,Ugnė,Bubnaityte,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA
